ID;RESPOND;Region;Region_edu;P5a;P5b;P5c;P5d;P5e1;P5e2;P5f1;P5f2;P5g;P5h;P5i;P5j;P5k_1;P5k_2;P5k_3;P5k_4;P5k_5;P5k_6;P5k_7;P5k_98;P5kEsp98;P5l;P6;P7;P8_1;P8_2;P8_3;P8_98;P8Esp98;filtro_NNA;p39a;P40;P40Esp98;P41_1;P41_2;P41_3;P41_4;P41_5;P41_6;P41_7;P41_8;P41_11;P41_12;P41_98;P41Esp98;P42;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_98;P43Esp98;P44;P45_1;P45_2;P45_3;P45_4;P45_5;P45_98;P45Esp98;P46_1;P46_2;P46_3;P46_4;P46_5;P46_6;P46_7;P46_8;P46_9;P46_11;P46_12;P46_99;P47;P47A;P48;P49_1;P49_2;P49_3;P49_4;P49_98;P49Esp98;P50;P51_1;P51_2;P52;p39b;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_98;P53_99;P53Esp98;P54a_1;P54a_2;P54a_3;P54a_4;P54a_5;P54a_6;P54a_7;P54a_8;P54a_9;cant_tec;P54b_1;P54b_2;P54b_3;P54b_4;P54b_5;P54b_6;P54b_7;P54b_8;P54b_9;P55;P56;P57;P58;P59a_1;P59a_2;P59a_3;P59a_4;P59a_5;P59a_6;P59a_7;P59a_8;P59b_1;P59b_2;P59b_3;P59b_4;P59b_5;P59b_6;P59b_7;P59b_8;P60_1;P60_2;P60_3;P60_4;P60_5;P60_6;P60_7;P60_8;P60_9;P60_98;P60Esp98;act_fisica;P61;P62_1;P62_2;P62_3;estado_animo;P63_1;P63_2;P63_3;P63_4;P63_5;P63_6;P63_7;P63_98;P63_99;P63Esp98;P64;P65;P66;nivel_setor;nivel_sector2;ayuda_labor;ayuda_hnos;tipo_SE;intens_CP;perc_AUH;perc_IFE;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;pondera_preliminar;pondera_definitivo
68804;#1;NOA;4;17;1;2;1;3;;17;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;4;;;7;8;;; ;1;1;2;3;;;; ;1;2;3;4;;;8;9;10;;;;3; ;1;1;2;3;;; ;2;2;1;3; ;1;;3;4;5;6;7;;; ;1;1;1;1;2;1;2;2;2;4;1;1;1;1;;1;;;;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;;2;3;4;5;;;8;9;; ;2;2;2;2;2;1;;2;;;5;;;;; ;encerrado vivo;1;Me vinculo màs con el grupo de compañeros;5;7;1;1;1;1;1;1;2;3;3;1;1;3;2;4;1;2;1;510;52
68804;#2;NOA;4;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;2;;;;6;7;;;; ;3;1;2;3;4;;; ;1;2;3;4;;7;8;9;;;;;1; ;1;1;;;;; ;2;2;1;3; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;3;1;1;2;3;3;1;1;3;2;4;1;2;1;510;52
68804;#3;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;1;1;3;2;4;1;2;1;510;52
68811;#1;NOA;4;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;2; ;;2;;4;;6;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;;;;;8;;;;;;1; ;1;;2;;;; ;2;2;1;2;se hace dificil pero se hace lo que se puede;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;2;2;2;3;3;2;3;4;1;3;1;3;2;1.019;288
68811;#2;NOA;4;7;2;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;2;2;2;3;3;2;3;4;1;3;1;3;2;1.019;288
68811;#3;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;2;3;3;2;3;4;1;3;1;3;2;1.019;288
68815;#1;NOA;4;13;1;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;2;2;2;3;3;1;1;3;2;4;1;4;2;1.276;287
68815;#2;NOA;4;17;2;2;1;3;;17;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;4;;6;;;;; ;1;1;2;3;;;; ;1;2;;4;;;;;;;;;1; ;2;1;;3;;; ;4;2;1;3; ;1;;3;4;5;;7;;; ;1;1;1;1;2;1;1;1;2;5;1;1;1;1;;1;1;2;;1;3;1;3;2;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;;;3;;5;;;8;9;; ;2;2;2;2;2;1;1;;;;5;;;;; ;Apredemos pero no lo que aprenderemos en la escuela, me gustarìaa volver a la escuela porque curso el ùltimo año;1;Viendo videos aprendì recetas de comida;5;7;1;1;1;1;2;2;2;3;3;1;1;3;2;4;1;4;2;1.276;287
68815;#3;NOA;4;18;1;2;2;;3;;17;1;1;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;2;2;2;3;3;1;1;3;2;4;1;4;2;1.276;287
69404;#1;NOA;4;9;2;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;2;;4;;;;;;;; ;1;;;3;;;;;;;; ;1;1;2;;;;; ;;;3;4;6;;;;;;;;1; ;1;;2;3;;; ;3;2;1;2; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;2;2;1;1;2;2;3;2;1;3;1;3;2;1.220;1.566
69404;#2;NOA;4;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;;2;;4;;6;7;;;;; ;1;;;3;4;;;;;;; ;1;1;2;;;;; ;;2;3;4;6;;;;;;;;1; ;1;;2;;;; ;2;2;1;3;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;1;2;2;1;1;2;2;3;2;1;3;1;3;2;1.220;1.566
69406;#1;NOA;4;16;2;2;1;3;;16;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;6;7;;9;; ;2;1;;;;;; ;1;;;4;;7;8;9;10;;;;1; ;1;;2;;;; ;3;1;1;3; ;;;3;;5;6;7;;; ;1;1;1;1;1;2;2;2;2;4;1;1;1;1;1;;;;;1;3;1;3;3;2;2;3;3;2;3;3;2;1;1;2;2;1;2;2;1;2;3;4;5;6;;8;9;; ;1;2;2;1;1;3;1;2;;;;;;;; ;que no nos manden tanta tarea los fines de semana;2; ;5;7;2;2;1;2;2;2;1;2;2;1;1;1;2;7;2;4;2;2.238;2.740
69406;#2;NOA;4;14;2;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;2;2;1;2;2;1;1;1;2;7;2;4;2;2.238;2.740
69406;#3;NOA;4;2;1;2;1;1;;2;;1;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;2;2;1;2;2;1;1;1;2;7;2;4;2;2.238;2.740
69409;#1;NOA;4;12;2;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;;5;;;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;3;;;7;;;;12;;;2; ;2;1;;;;; ;3;1;1;3;algunas tareas son muy complicados diferentes a los que enseñan aca que estamos en zona rural es muy dificil cuesta mucho para poder hacer la tarea con ellas;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;1;1;2;1;2;1;1;3;1;2;1;3.200;4.185
69409;#2;NOA;4;16;2;2;1;3;;16;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;3;4;;;;;;12;;;2; ;2;;2;;;; ;3;1;1;4; ;;;;;5;6;7;;; ;2;2;1;2;2;2;1;2;2;2;;;1;;;;1;;;1;3;1;1;2;2;2;2;3;2;3;3;1;1;1;1;2;2;2;2;;;3;;;6;;8;;; ;1;2;2;2;1;2;;;;4;;;;;; ;es muy dificil estudiar asi los profesores nos dan las actividades por cuadernillo y hay cosas que no hemos visto y en el cuaderno es muy diferente a los que estudiamos en la escuela cuesta mucho aprender asi ya queremos volver a la escuela;2; ;5;7;2;2;1;3;1;1;1;1;2;1;2;1;1;3;1;2;1;3.200;4.185
69409;#3;NOA;4;19;2;2;1;3;;17;;1;;1;1;;;;;;;;; ;2;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;1;2;1;1;3;1;2;1;3.200;4.185
69417;#1;NOA;4;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;;5;6;7;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;;;;;8;9;;;;;1; ;1;;;3;;; ;1;2;1;3;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;1;1;2;3;3;2;3;4;1;4;1;1;1;536;611
69901;#1;NOA;4;8;1;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;;;;8;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;1;;3;;;;8;;;;;;2; ;1;1;;;;98;EMOTICONES DE WHATSAPP;3;2;1;1;NO ME GUSTA LA SIATUACION, ESTAMOS TODOS MUY AISLADOS, Y VEO A QUE DYLAN LE MANDAN MUCHISIMA TAREA. LAS MAESTRAS NO QUIEREN QUE IMPRIMA QUIEREN QUE COPIE TODO A MANO, Y YO VEO QUE NO LLEGA A HACER TODO, PORQUE A VECES NOS QUEDAMOS SIN CREDITO PARA RE;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;1;1;2;2;3;2;1;3;1;1;1;3.444;4.505
69901;#2;NOA;4;13;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;2;3;2;1;3;1;1;1;3.444;4.505
69901;#3;NOA;4;16;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;1;;3;;;;;;;;;;2; ;2;1;;;;; ;3;2;1;1; ;1;;;;;;;;; ;2;2;1;2;2;2;1;2;2;2;;;99;;;;99;;;2;3;1;1;3;1;1;3;1;2;3;3;2;1;1;2;1;1;2;2;1;;;;;;;;;; ;2;2;1;1;1;3;;;;;;;;;99; ;ABURRIDO, NO ME GUSTA NADA, QUIERO VOLVER AL COLEGIO;1;TENGO MAS TIEMPO PARA LEER LIBROS NUEVOS, APRENDI TEMAS NUEVOS.;5;7;2;1;1;3;1;1;1;1;2;2;3;2;1;3;1;1;1;3.444;4.505
69902;#1;NOA;4;16;1;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;;7;8;9;; ;2;1;;;;;; ;1;2;3;;;7;8;;10;;;;1; ;1;1;;;;; ;3;2;1;4; ;1;;3;4;5;6;7;;; ;2;1;1;1;2;1;1;2;2;4;;1;1;1;;1;1;;;3;2;1;3;3;1;1;3;3;3;3;3;2;1;1;2;2;2;2;2;1;2;3;;5;6;;8;9;; ;1;2;2;2;2;1;;2;;;;;;;; ;No siento q este sea un tiempo perdido al contrario ceeo q cada cual pone mucho de su parte para q podamos aprender  en mi caso valoro el esfuerzo de mis profesores;1;A estar mas en mi casa y valorar la salud;5;7;2;2;1;2;2;1;1;1;2;1;1;1;2;7;2;2;1;2.599;3.084
69902;#2;NOA;4;17;1;2;1;3;;16;;1;;2;2;;;;;;;;98;No pudo empezar no obtubo el pase de colegio para empezar en una escuela de adultos;1;1;;;;;;No le dierom que no habia nadie q le haga la documentacion para ingreso;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;4;6;2;1;1;1;2;1;1;1;2;7;2;2;1;2.599;3.084
69903;#1;NOA;4;6;2;2;1;2;;5;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;;5;;7;8;;;; ;1;;;;;;6;;;;; ;1;1;;;;;; ;;;;;;;8;;;12;;;1; ;2;1;2;;;; ;3;1;1;3;No;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;2;2;1;1;1;1;2;1;2;6;2;4;2;547;68
69903;#2;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;1;1;1;1;2;1;2;6;2;4;2;547;68
69904;#1;NOA;4;18;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;;;;; ;2;1;2;;;;; ;1;2;3;4;6;;;;;;;;2; ;2;;2;3;;; ;3;2;1;2; ;;2;3;;;;;;; ;1;1;1;2;1;1;1;2;2;4;1;2;1;;1;1;1;;;1;1;1;1;1;1;2;3;3;1;3;2;1;2;2;2;2;2;2;2;;2;3;;5;6;;8;9;; ;1;2;1;1;1;3;;2;;;;;;;; ;no nada mas;1;a valorar un poco mas la vida;5;7;2;2;1;2;2;2;2;3;3;1;2;3;2;5;2;4;2;1.600;1.788
69906;#1;NOA;4;15;2;2;1;3;;15;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;5;6;;;9;; ;2;1;;;;;; ;1;2;;;;7;8;;;;;;1; ;1;;;;;98;aprobado;2;2;1;2; ;1;;3;;;;;;; ;1;1;1;2;2;2;2;2;2;3;1;1;1;;;;;;;2;2;1;2;2;2;2;2;1;2;3;2;1;1;1;1;1;1;2;2;;;;;;;;8;9;; ;2;2;2;2;2;1;;2;;;5;;;;; ;"aprendi que tengo buenas compañeras que nos ayudamos si no entendemos algo 
nos comunicamos por celu y nos ayudamos";2; ;6;8;2;1;1;2;2;2;2;3;3;2;3;4;2;5;2;3;2;1.827;2.076
69906;#2;NOA;4;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;3;;;6;;;;;; ;1;;;3;;;;;;;; ;2;1;;;;;; ;;2;;4;;;;;;;;;1; ;1;;2;;;; ;2;2;1;2;NO ES LA MEJOR FORMA DE ESTUDIAR PERO POR LO MENOS LOS CHICOS HACEN ALGO DEL COLEGIO Y NO ESTAN SIN HACER NADA;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;2;2;2;3;3;2;3;4;2;5;2;3;2;1.827;2.076
69907;#1;NOA;4;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;2;5;2;1;1;1.775;465
69907;#2;NOA;4;9;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;;;5;6;7;;;;; ;1;;;;;;6;7;;;; ;3;1;;;;;; ;;;;;;7;8;9;;;;;1; ;1;1;;;;; ;2;2;1;4;NO;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;2;3;3;2;3;4;2;5;2;1;1;1.775;465
69907;#3;NOA;4;13;2;2;1;3;;13;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;6;7;;;; ;1;1;;;;;; ;;2;;;;7;8;;;;;;1; ;1;1;;;;; ;3;2;1;4; ;;;3;;;;;;; ;2;1;1;2;2;1;2;2;2;3;;2;2;;;2;;;;1;3;1;2;3;3;2;3;3;3;3;3;2;2;1;2;2;2;2;2;;;3;;;;;;9;; ;2;2;2;2;2;1;;;;;;;;;99; ;NO;2; ;6;8;2;2;1;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1.775;465
69910;#1;NOA;4;12;1;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;;;;;;;;;98;maestra particular;1;;;3;;;;;;;; ;1;1;2;;;;; ;;2;3;4;;7;;;;;;;1; ;1;;2;3;;; ;4;2;1;2;para mi no aprenden nada de esta manera, yo no puedo enseñarle;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1.600;1.788
69918;#1;NOA;4;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#2;NOA;4;4;2;2;1;1;;3;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;6;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#3;NOA;4;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;6;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#4;NOA;4;8;1;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;;3;;5;;;;;;; ;1;;;3;;;;;;;; ;1;1;;;;;; ;;;3;;;7;8;;10;;;;2; ;2;;;3;;; ;2;2;1;2;no nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#5;NOA;4;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#6;NOA;4;13;2;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
69918;#7;NOA;4;14;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;;;;; ;1;1;2;;;;; ;;2;;4;;7;;;;;;;2; ;3;;;;;; ;3;2;1;2; ;;;;4;;;;;; ;2;2;1;1;2;1;1;2;2;3;;;1;2;;2;1;;;1;2;1;3;3;3;2;3;2;1;3;2;2;2;1;2;1;1;2;1;;2;3;4;;;;8;9;; ;2;2;2;2;2;1;;2;;;5;;;;; ;no graias;2; ;5;7;2;1;1;3;1;1;2;3;3;2;3;4;1;4;1;1;1;2.652;930
70308;#1;NOA;4;8;1;2;1;2;;7;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;4;5;6;7;;;;; ;1;;;3;;;;;;9;; ;2;1;;;;;; ;1;2;;4;;7;8;;;;;;1; ;1;1;2;3;;; ;2;2;1;4;ME PARECE QUE UNA MAESTRA  EXPLICA MEJOR QUE UNA MAMA.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;2;2;2;1;1;2;1;1;1;2;5;2;4;2;2.604;3.158
70308;#2;NOA;4;17;1;2;1;3;;17;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;6;8;;;1;6;2;2;1;1;2;1;1;1;2;5;2;4;2;2.604;3.158
70312;#1;NOA;4;14;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;;7;;;; ;2;1;;3;;;; ;;2;3;;;7;8;;10;12;;;2; ;2;1;;3;;; ;4;2;1;3; ;1;;;4;5;6;;;; ;2;2;1;1;1;1;1;2;2;4;;;1;1;1;1;1;;;1;1;1;2;2;2;2;2;2;2;3;2;1;1;1;1;2;2;2;1;;2;3;4;5;;;8;9;; ;2;2;2;1;2;2;;2;;;5;;;;; ;viviana no expresa nada mas;2; ;5;7;2;1;1;2;2;2;2;3;3;2;3;4;2;7;2;3;2;1.961;2.471
70312;#2;NOA;4;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;;5;6;;;;;; ;1;;;3;;;;7;;;; ;2;1;;3;;;; ;;2;3;;;7;;;;;;;1; ;1;;;;4;; ;2;2;1;3;ACA EN CATARCA ESTAMOS SIN CASOS, Y NECESITAMOS QUE LOS CHICOS VUELVAN A CLASES, YA QUE NO PROGRESAN EN SUS APRENDIZAJES.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;2;2;2;3;3;2;3;4;2;7;2;3;2;1.961;2.471
