ID;Region;Region_edu;Dominio;P1;P2;P3;P4;P9B1;conoce_web;usa_web;P9C1;P9B2;conoce_TV;usa_TV;P9C2;P9B3;conoce_radio;usa_radio;P9C3;P9B4;conoce_digital;usa_digital;P9C4;P9A5;P9B5;usa_impreso;P9C5;P10;P10a;P11;P11a;P11b;P11c;P11d;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29a;P29b;P30;P31;P32;P33;P34;P35;P36;P37;P38;NNA_asisten;cober_salud;pers_amb;hacinam;hacina2;perd_empleo;perc_AUH;perc_IFE;auh_ife;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;tipo_SE;pondera_preliminar;pondera_definitivo
32510;Pampeana;1;4;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;2;4;1;1;2;2;1;4;2;2;1;1;;8;2;2;1;;8;1;2;3;3;2;1;3;3;3;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;209;01
32701;Pampeana;1;4;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;1;LA COMPUTADORA PERO DURO 2 SEMANAS ESTA BLOQUEADA NO SE PUEDE USAR;2;0;1;1;0;1;1;3;1;1;1;1;;4;;2;2;;1;4;2;2;3;;4;1;3;3;3;1;1;2;3;3;2;02;1;1;2;1;1;1;1;1;2;2;3;2;1;4;1;1;1;1;6.332;7.378
32709;Pampeana;1;4;1;;5;3;2;1;2;2;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;1;0;0;1;1;2;1;2;;;;2;;2;2;;1;3;2;1;;3;;1;1;3;3;1;3;1;3;3;2;03;2;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;5.942;7.319
32712;Pampeana;1;5;1;;6;4;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;1;3;3;;2; ;2;1;0;0;1;2;2;4;1;1;2;2;0;3;0;2;3;1;2;5;2;2;1;;3;1;3;3;1;1;3;3;3;4;1;02;1;1;1;2;2;4;1;1;2;1;1;1;2;3;1;3;2;1;4.965;5.650
33114;Pampeana;1;1;1;;3;1;2;1;2;2;3;1;3;;3;1;3;;1;1;1;2;2;;3;;1;manual;2;0;2;0;0;2;2;4;1;2;;;;2;;2;1;1;;8;2;1;;1;;2;1;1;3;1;1;1;2;1;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;8;2;4;2;1;1.890;2.241
33116;Pampeana;1;2;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;4;1;2;;;;2;;2;2;;1;4;1;1;;1;;1;2;2;2;1;2;3;2;1;1;01;1;1;2;2;2;4;2;3;3;2;3;4;1;4;1;3;2;1;1.890;2.241
33118;Pampeana;1;4;1;;6;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;1;3;1;1;1;2;;5;;2;1;2;;5;2;2;1;;5;1;1;3;1;1;1;3;3;1;1;02;2;1;2;1;1;1;1;1;1;1;2;1;2;5;2;2;1;1;99;01
33119;Pampeana;1;4;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;0;1;1;1;3;1;2;;;;3;;2;2;;2;7;2;2;3;;3;1;1;1;3;3;1;1;3;3;2;02;1;1;1;1;1;1;2;3;3;2;3;4;2;3;1;1;1;1;4.287;5.281
33122;Pampeana;1;3;1;;5;3;3;1;3;;2;1;2;1;3;1;3;;1;1;1;1;2;;3;;2; ;2;2;0;0;0;2;2;2;1;2;;;;2;2;2;3;1;1;5;2;1;;1;;1;1;1;2;1;1;3;3;3;1;03;2;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;3.943;4.767
33411;Pampeana;1;2;1;;5;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;99; ;2;1;0;0;1;1;1;1;1;2;;;;1;1;2;1;2;;4;1;1;;3;;1;3;3;1;1;1;3;1;3;2;05;3;2;1;1;1;1;2;3;3;1;2;3;1;4;1;2;1;1;1.086;1.455
33419;Pampeana;1;1;1;;6;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;2;0;0;0;2;2;2;2;2;;;;3;2;2;2;;2;5;2;2;1;;99;2;2;2;2;2;2;2;2;1;1;03;2;1;2;2;2;4;2;3;3;2;3;4;2;99;9;3;2;4;1.165;1.178
34006;Pampeana;1;1;1;;3;1;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;1;2;1;1;1;2;0;2;2;2;1;2;;5;2;2;1;;7;1;1;3;3;2;1;2;2;1;1;02;1;1;2;2;1;3;1;1;1;1;2;1;2;7;2;2;1;1;642;714
34007;Pampeana;1;4;1;;4;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;1;4;3;;2; ;2;0;0;2;0;1;1;2;1;1;2;1;;2;;1;1;2;;4;2;1;;1;;1;1;2;1;1;1;2;2;2;1;02;2;1;2;1;1;1;1;1;1;1;2;1;1;4;1;2;1;1;207;01
34008;Pampeana;1;4;1;;4;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;1;0;1;0;1;1;2;1;2;;;;2;1;2;3;2;2;6;2;2;3;;3;1;1;3;3;3;1;3;3;2;2;02;2;1;2;1;1;1;2;3;3;1;2;3;2;3;1;2;1;1;816;50
34009;Pampeana;1;2;1;;4;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;1;1;2;2; ;0;0;0;0;0;2;2;3;1;1;1;1;;1;;2;2;;1;3;2;1;;3;;1;3;3;3;3;1;3;3;2;2;01;1;1;2;2;2;4;1;1;2;2;3;2;1;3;1;3;2;1;1.160;205
34305;Pampeana;1;5;1;;4;2;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;2; ;2;1;1;0;0;2;2;2;1;1;2;2;1;3;1;2;2;;2;6;2;2;1;;8;1;1;3;3;3;1;2;3;2;1;02;2;1;2;2;2;4;1;1;2;2;3;2;2;8;2;3;2;1;2.915;3.042
34319;Pampeana;1;2;1;;2;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;2;3;1;1;1;2;;1;;2;1;1;;3;2;1;;3;;1;1;1;1;1;1;1;1;1;2;01;1;1;2;1;2;2;1;1;1;1;1;1;1;3;1;4;2;1;2.001;2.373
34506;Pampeana;1;2;1;;4;3;2;1;2;2;4;2;3;;3;1;3;;3;1;3;;1;1;1;1;1;CUADERNILLO SEGUIMIS EDUCANDO;2;0;0;2;0;1;1;2;1;1;1;2;;2;;2;3;1;1;8;2;1;;3;;1;3;3;3;3;2;1;3;3;2;02;2;1;2;1;1;1;1;1;2;1;1;1;2;8;2;2;1;1;3.053;3.749
34514;Pampeana;1;4;1;;5;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;1;2;3;1;1;1;2;1;4;1;2;1;3;;3;2;1;;1;;1;1;1;1;1;1;1;3;1;1;02;1;1;2;1;2;2;1;2;2;1;2;1;1;3;1;4;2;1;2.603;2.813
34515;Pampeana;1;4;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;5;2; ;1;0;1;0;0;2;2;3;1;1;1;2;;2;;2;1;1;;4;2;2;3;;2;1;3;99;1;1;3;3;3;3;2;02;1;1;2;2;2;4;1;1;2;1;1;1;1;2;1;4;2;1;4.836;6.314
34516;Pampeana;1;4;1;;3;1;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;1;2;1;2;;;;3;;2;3;1;1;5;2;2;3;;4;1;3;3;3;3;3;3;3;1;2;02;1;1;2;1;1;1;2;3;3;1;1;3;2;4;1;2;1;1;2.603;2.813
34517;Pampeana;1;2;1;;4;2;1;1;1;1;2;1;2;1;2;1;2;1;3;1;3;;2;;3;;2; ;2;1;0;0;1;1;1;2;1;2;;;;2;0;2;4;;;5;2;2;3;;3;1;1;3;1;1;1;1;1;2;2;02;2;1;1;1;1;1;2;3;3;3;4;4;2;3;1;1;1;1;1.732;2.156
34519;Pampeana;1;2;1;;5;3;3;1;3;;1;1;1;2;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;1;1;5;1;1;1;2;;3;;2;2;;2;8;2;2;3;;3;1;1;3;3;3;1;1;1;3;2;01;1;1;2;1;1;1;1;1;2;2;3;2;2;3;1;1;1;1;3.053;3.749
34720;Pampeana;1;3;1;;4;2;2;1;2;5;2;1;2;5;3;1;3;;4;2;3;;2;;3;;1;paka videos de you tube y paka data zamba;2;1;1;0;0;2;2;2;1;1;2;2;1;2;1;1;1;2;;7;2;1;;1;;1;1;2;1;2;1;3;3;1;1;02;2;1;2;2;2;4;1;1;1;1;2;1;2;7;2;4;2;1;764;47
34814;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;1;0;0;0;1;1;3;1;2;;;;3;1;2;3;1;2;5;1;1;;3;;1;2;1;1;3;1;1;1;2;2;01;1;1;2;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;1.392;1.732
34818;Pampeana;1;4;1;;6;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;3;0;1;2;0;1;1;3;1;2;;;;4;;2;1;1;;5;2;1;;1;;1;3;3;3;1;1;2;2;2;1;02;2;1;2;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;1.631;1.811
35004;Pampeana;1;5;1;;4;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;2;1;0;1;0;2;2;2;1;1;1;2;0;4;1;2;1;1;;6;2;1;;1;;1;3;3;1;1;1;3;3;1;1;02;2;1;2;2;2;4;1;1;1;1;1;1;2;6;2;4;2;1;3.950;4.170
35021;Pampeana;1;1;1;;3;1;3;1;3;;2;1;2;3;3;1;3;;3;1;3;;2;;3;;1;Los que envia la mesta del jardin;2;0;0;2;0;2;2;2;1;1;1;2;;2;;1;1;1;;7;2;2;1;;5;1;1;3;3;3;3;1;1;1;1;02;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;873;971
35114;Pampeana;1;1;1;;4;2;2;1;2;2;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;2; ;1;0;1;0;0;1;1;3;2;2;;;;2;;2;2;;2;7;2;2;3;;5;1;1;3;1;1;1;1;3;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;98;01
35215;Pampeana;1;4;1;;5;3;2;1;2;5;2;1;2;5;4;2;3;;2;1;2;3;2;;3;;1;cuadernos de seguimos educando digital;1;0;0;1;0;1;1;4;1;1;1;2;;2;;2;2;;2;9;2;2;3;;4;1;2;3;1;1;3;3;3;3;2;01;1;1;2;1;1;1;1;1;2;2;3;2;2;4;1;1;1;1;3.097;3.803
35219;Pampeana;1;2;1;;2;1;3;1;3;;3;1;3;;3;1;3;;1;1;1;1;2;;3;;1;buenos;1;0;0;1;0;1;1;2;1;1;1;2;;2;;2;1;1;;4;2;1;;3;;1;1;1;1;3;3;1;1;1;2;01;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;2.313;2.743
35308;Pampeana;1;1;1;;5;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;5;1;2;;;;2;;2;1;2;;6;2;2;1;;7;1;3;3;3;1;1;3;3;1;1;01;1;1;2;2;2;4;2;3;3;1;2;3;2;7;2;4;2;1;125;01
35312;Pampeana;1;4;1;;3;2;4;2;3;;2;1;2;5;3;1;3;;3;1;3;;2;;3;;2; ;2;0;0;0;2;2;2;2;1;2;;;;1;;2;2;;1;3;2;1;;3;;3;2;2;1;1;3;2;2;1;2;02;1;1;1;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;650;01
35313;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;0;2;0;1;1;3;2;2;;;;1;;2;4;;;4;2;1;;3;;1;3;1;3;1;99;3;3;2;2;01;1;1;2;1;1;1;2;3;3;3;4;4;1;4;1;1;1;1;3.548;4.604
35316;Pampeana;1;4;1;;7;5;4;2;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;2;1;2;;;;1;;2;3;1;1;2;2;2;3;;4;1;1;3;1;1;2;2;3;5;2;04;3;2;1;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1;7.838;11.039
35317;Pampeana;1;3;1;;3;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;1;1;0;0;2;1;2;1;1;1;2;1;3;0;1;1;1;;9;2;1;;1;;1;3;1;3;1;1;3;3;1;1;02;1;1;2;2;1;3;1;2;2;1;1;1;2;9;2;2;1;1;3.109;3.545
35503;Pampeana;1;2;1;;4;2;1;1;1;1;1;1;1;1;3;1;3;;1;1;1;1;1;1;1;1;2; ;1;0;1;0;0;2;1;2;1;2;;;;2;;2;3;1;1;4;2;2;3;;3;1;1;3;1;1;1;3;3;2;2;02;2;1;2;2;1;3;2;3;3;1;1;3;1;3;1;2;1;1;1.459;1.815
35515;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;2;3;1;1;1;2;1;2;1;1;3;1;1;7;2;1;;1;;1;2;3;3;2;3;3;3;2;1;01;1;1;2;2;2;4;1;2;2;1;1;1;2;7;2;4;2;1;1.459;1.815
35608;Pampeana;1;2;1;;5;3;2;1;2;2;2;1;2;2;3;1;3;;3;1;3;;1;1;1;2;1;cuadernillos;2;0;1;1;0;1;1;2;1;1;1;2;;2;;2;3;1;1;5;1;1;;3;;1;2;1;2;1;2;1;1;1;2;03;2;1;2;1;1;1;1;1;1;1;1;1;2;5;2;2;1;1;299;03
35609;Pampeana;1;4;1;;2;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;1;1;2;1;2;;;;1;;2;2;;1;3;1;1;;3;;1;1;1;1;1;1;1;1;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;6.543;7.071
35614;Pampeana;1;2;1;;4;2;3;1;3;;1;1;1;2;3;1;3;;3;1;3;;2;;3;;2; ;0;0;0;0;0;2;2;3;2;2;;;;2;;2;1;3;;4;2;2;3;;4;1;3;3;1;1;1;3;3;1;2;01;1;1;2;2;2;4;2;3;3;1;2;3;1;4;1;4;2;1;848;03
35619;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;3;1;2;;;;2;;2;2;;2;4;2;2;3;;4;1;3;3;2;1;2;3;3;1;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;848;03
35620;Pampeana;1;4;1;;6;4;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;1;1;0;0;0;1;2;3;2;2;;;;1;1;2;1;3;;3;1;2;3;;4;1;1;1;1;1;1;1;1;4;2;02;2;1;2;1;2;2;2;3;3;1;2;3;1;4;1;4;2;1;6.532;1.595
35805;Pampeana;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;2;1;2;2;1;3;3;;2; ;2;0;1;1;0;2;2;3;1;1;1;2;;2;;2;3;2;2;9;2;1;;1;;1;1;1;3;1;1;3;3;1;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;9;2;4;2;1;1.388;1.404
36102;Pampeana;1;3;1;;4;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;;3;;2; ;2;2;0;0;0;2;2;2;1;1;1;1;1;2;1;1;3;3;1;7;2;2;1;;4;1;1;3;1;1;1;3;3;2;1;02;2;1;2;2;2;4;1;2;2;1;2;1;2;4;1;4;2;1;3.389;3.816
36111;Pampeana;1;2;1;;4;3;2;1;2;2;3;1;3;;4;2;3;;4;2;3;;1;2;2;2;2; ;2;0;2;0;0;2;2;4;1;1;3;2;;3;;2;3;2;1;9;2;2;1;;9;1;1;2;1;1;1;2;3;3;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;9;2;4;2;1;1.197;72
36113;Pampeana;1;3;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;2;2;4;1;1;1;2;1;2;1;1;3;1;1;7;2;2;1;;8;1;2;2;2;1;99;3;3;2;1;01;1;1;2;2;2;4;1;2;2;1;1;1;2;8;2;4;2;1;5.420;6.638
36118;Pampeana;1;2;1;;6;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;1;no;2;0;1;1;0;1;1;2;1;1;1;2;;2;;2;1;2;;2;1;1;;3;;1;1;2;2;2;1;3;3;3;2;03;2;1;2;1;1;1;1;1;2;1;2;1;1;2;1;2;1;1;1.710;1.978
36315;Pampeana;1;2;1;;7;5;4;2;3;;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;2;0;0;1;1;1;1;3;1;2;;;;2;;2;2;;1;5;2;1;;1;;1;1;2;1;1;2;3;3;3;1;02;2;1;1;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;432;01
36318;Pampeana;1;3;1;;5;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;1;0;1;0;2;1;4;1;1;1;2;1;2;1;1;1;3;;8;2;1;;1;;1;1;3;1;1;1;3;3;2;1;01;1;1;2;2;1;3;1;2;2;1;2;1;2;8;2;2;1;1;2.151;455
36319;Pampeana;1;4;1;;3;1;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;1;3;3;;2; ;2;1;1;0;0;1;1;2;1;1;1;2;0;3;1;2;3;1;1;4;2;1;;3;;1;1;3;3;1;3;2;2;1;2;02;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;2.196;2.374
36801;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;2;0;1;0;1;1;1;1;1;2;;;;1;;2;4;;;3;2;2;3;;3;1;1;3;1;1;3;3;3;2;2;04;3;2;1;1;1;1;2;3;3;3;4;4;1;3;1;1;1;1;1.787;2.224
36808;Pampeana;1;1;1;;3;1;2;1;2;2;1;1;1;1;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;1;0;0;2;2;4;2;1;1;2;;2;;2;1;1;;4;2;2;1;;4;1;1;3;1;1;1;1;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;1;4;1;4;2;1;751;835
37218;Pampeana;1;5;1;;18;9;3;1;3;;2;1;2;1;3;1;3;;3;1;3;;1;2;2;1;1;cuadernos impresos;1;0;1;0;0;1;1;4;1;1;1;2;;5;;2;1;2;;4;2;2;3;;4;3;1;3;1;1;3;3;3;9;2;05;3;2;2;1;1;1;1;1;2;1;2;1;1;4;1;2;1;1;9.821;14.527
37305;Pampeana;1;2;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;0;0;1;1;1;2;1;1;1;2;0;3;1;2;1;1;;3;1;1;;3;;1;1;2;3;1;1;2;3;2;2;02;2;1;1;1;1;1;1;1;2;1;1;1;1;3;1;2;1;1;1.774;1.970
37314;Pampeana;1;2;1;;5;3;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;2; ;1;1;0;0;0;2;1;3;1;2;;;;3;0;2;1;2;;4;2;2;1;;3;1;1;3;3;1;1;1;1;3;1;02;1;1;2;2;1;3;2;3;3;1;2;3;1;3;1;2;1;1;2.403;3.210
37316;Pampeana;1;4;1;;3;2;1;1;1;2;1;1;1;2;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;2;2;;2;;1;1;2;;5;2;1;;3;;1;1;3;3;3;1;1;3;2;2;02;1;1;2;2;2;4;1;1;1;1;2;1;2;5;2;4;2;1;3.245;3.913
37319;Pampeana;1;4;1;;5;3;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;1;1;2;1;2;;;;2;;2;3;1;1;3;2;2;3;;3;1;1;3;3;3;1;2;3;3;2;03;2;1;2;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;2.668;3.277
37418;Pampeana;1;4;2;1;5;2;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;1;1;1;1;2; ;2;0;2;0;0;2;2;3;1;1;2;2;;4;;1;3;1;1;6;1;2;1;;5;1;3;3;3;3;1;3;3;2;1;02;1;1;2;2;2;4;1;1;1;1;1;1;2;5;2;4;2;1;1.275;1.587
37420;Pampeana;1;2;1;;4;2;2;1;2;1;1;1;1;1;3;1;3;;1;1;1;2;2;;3;;1;Revista educativa que nos envían de Nación.;2;0;2;0;0;2;2;3;1;2;;;;2;;2;2;;1;9;2;1;;1;;1;2;3;3;1;1;3;3;1;1;01;1;1;2;2;2;4;2;3;3;2;3;4;2;9;2;3;2;1;248;01
37603;Pampeana;1;3;2;1;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;1;3;2;;4;;2;3;1;1;7;1;1;;1;;1;3;3;1;1;1;3;3;3;1;02;1;1;2;2;2;4;1;1;1;1;1;1;2;7;2;4;2;1;4.634;5.377
37604;Pampeana;1;1;1;;4;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;1;1;2;1;2;;;;2;;2;2;;1;4;2;2;3;;4;1;3;3;3;3;3;3;3;1;2;02;2;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;126;01
38321;Pampeana;1;1;1;;4;1;5;2;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;2;1;1;2;1;;3;;1;1;1;;3;2;2;1;;3;3;3;3;3;1;1;1;3;1;1;02;2;1;2;2;2;4;1;1;1;1;1;1;1;3;1;4;2;1;2.489;2.690
38407;Pampeana;1;3;1;;3;2;4;2;3;;3;1;3;;3;1;3;;4;2;3;;2;;3;;2; ;1;1;0;0;0;1;2;3;1;1;1;2;0;1;0;2;3;1;1;8;2;1;;3;;1;1;3;1;1;3;2;3;2;2;01;1;1;2;1;2;2;1;1;2;1;1;1;2;8;2;4;2;1;2.304;2.404
38408;Pampeana;1;1;1;;3;1;2;1;2;2;2;1;2;2;1;1;1;2;2;1;2;2;1;2;2;2;2; ;0;0;0;0;0;1;1;4;1;1;3;1;;2;;1;3;1;1;6;2;2;1;;3;1;2;3;3;1;1;1;1;1;1;01;1;1;2;1;1;1;1;1;1;1;1;1;2;3;1;2;1;1;505;561
38409;Pampeana;1;1;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;2;1;0;0;1;1;1;2;1;2;;;;2;1;1;2;;1;4;2;2;3;;4;1;3;3;2;3;1;2;3;1;2;02;1;1;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;3;505;561
38413;Pampeana;1;1;1;;3;1;3;1;3;;2;1;2;3;3;1;3;;3;1;3;;1;3;3;;2; ;2;1;1;0;0;2;2;3;1;1;2;1;1;2;1;1;3;2;1;7;2;2;1;;8;1;1;3;3;3;1;2;1;1;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;8;2;4;2;1;927;937
38420;Pampeana;1;2;1;;5;2;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;1;2;2;1;2; ;1;1;0;0;0;2;2;3;1;1;2;1;1;2;1;2;3;1;1;7;2;1;;1;;1;1;2;2;3;3;3;3;2;1;02;1;1;2;2;2;4;1;1;2;1;1;1;2;7;2;4;2;1;1.201;1.495
38603;Pampeana;1;1;1;;3;1;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;1;2;2;2;2; ;1;0;1;0;0;1;1;2;1;2;;;;2;;2;2;;2;5;1;1;;3;;1;3;3;3;3;1;3;3;1;2;02;1;1;2;1;1;1;2;3;3;2;3;4;2;5;2;1;1;1;696;774
38607;Pampeana;1;4;1;;7;6;2;1;2;2;1;1;1;2;4;2;3;;3;1;3;;1;1;1;2;2; ;1;0;0;1;0;2;99;2;2;2;;;;1;;2;2;;3;5;2;1;;1;;1;1;1;1;1;1;1;1;5;1;04;3;2;2;2;2;4;2;3;3;2;3;4;2;5;2;3;2;1;4.720;1.693
38609;Pampeana;1;3;1;;5;3;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;4;1;1;1;2;;2;;1;3;1;1;7;2;2;1;;5;1;3;3;3;1;2;3;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;1.016;61
38613;Pampeana;1;5;1;;3;2;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;3;;2;3;1;1;7;2;1;;1;;2;3;3;3;1;1;3;3;2;1;01;1;1;2;2;2;4;2;3;3;1;1;3;2;7;2;4;2;1;4.927;5.696
38706;Pampeana;1;2;1;;6;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;1;4;1;2;;;;2;;2;2;;1;3;2;1;;3;;1;2;3;2;1;1;3;3;1;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;120;01
38714;Pampeana;1;2;1;;5;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;2;;;;3;;2;2;;2;4;2;1;;1;;1;2;2;1;2;2;2;2;1;1;02;1;1;2;2;2;4;2;3;3;2;3;4;1;4;1;3;2;1;340;01
38723;Pampeana;1;1;1;;4;3;3;1;3;;1;1;1;1;3;1;3;;1;1;1;1;1;1;1;2;2; ;2;0;1;0;1;1;1;2;1;1;1;2;;2;;2;3;3;2;6;2;2;3;;4;3;1;3;3;1;1;1;2;2;2;02;2;1;1;1;1;1;1;1;2;1;2;1;2;4;1;2;1;1;120;01
39001;Pampeana;1;1;1;;4;2;1;1;1;1;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;2;2;2;;;;3;;2;3;1;1;5;2;1;;3;;3;3;3;3;1;1;1;3;1;2;02;2;1;1;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;130;01
39008;Pampeana;1;1;1;;4;2;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;2;4;1;2;;;;2;;2;1;1;;5;2;2;3;;5;1;3;2;3;1;99;3;3;1;2;01;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;367;01
39009;Pampeana;1;2;1;;6;4;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;0;1;1;1;7;2;2;;;;1;;2;3;1;1;3;2;2;3;;3;1;2;2;2;1;99;1;2;3;2;01;1;1;1;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;1.235;116
39018;Pampeana;1;2;1;;4;1;3;1;3;;2;1;2;3;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;0;1;1;1;3;1;2;;;;2;;2;2;;1;3;2;2;1;;5;1;1;3;3;3;1;1;3;1;1;01;1;1;1;1;1;1;2;3;3;2;3;4;1;5;2;1;1;1;2.483;2.945
